cid,smiles
131765820,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765821,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765822,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765823,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765824,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765825,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131765826,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC(COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765827,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765828,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765829,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765830,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765831,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765832,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131765833,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765834,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765835,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765836,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765837,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OCC(OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765838,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765839,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765840,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765841,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765842,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765843,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765844,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OCC(OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765845,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765846,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765847,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765848,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765849,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765850,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765851,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OCC(OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765852,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765853,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765854,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765855,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765856,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765857,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765858,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OCC(OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765859,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765860,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765861,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765862,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765863,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765864,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765865,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OCC(OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765866,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765867,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765868,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765869,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765870,CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765871,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765872,CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131765873,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765874,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765875,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765876,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765877,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765878,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765879,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765880,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765881,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765882,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765883,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCC
131765884,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765885,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765886,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765887,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765888,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765889,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCC
131765890,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765891,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765892,CCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765893,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765894,CCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765895,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCC
131765896,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765897,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765898,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765899,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765900,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765901,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC
131765902,CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765903,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765904,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765905,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765906,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765907,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765908,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765909,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765910,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765911,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765912,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765913,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765914,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765915,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765916,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765917,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765918,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765919,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765920,CCCC/C=C\\CCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765921,CCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765922,CCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765923,CCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765924,CCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765925,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131765926,CCCCCC/C=C\\CCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765927,CCCCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765928,CCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765929,CCCCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765930,CCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765931,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131765932,CCCCCC/C=C\\CCCCCCCCCC(=O)OC(COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765933,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131765934,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
