smiles,log_p
CC[C@H]1OC(=O)C[C@@H](O)[C@@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H]([C@@H]2O)N(C)C)[C@H](CC=O)C[C@H](C)C(=O)C=CC(C)=C[C@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,1.63
CCCCC(=O)N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NNN=N1)[C@H](C(C)C)C(O)=O,3.9
COC1=C(OC)C=C(CCN(C)CCC[C@@](C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,4.33
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,3.54
CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O,2.85
CC1=CN([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.13
CN1CCN(CC1)C(=O)O[C@H]1N(C(=O)C2=C1N=CC=N2)C1=NC=C(Cl)C=C1,1.45
C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)CC2(C)C1(O)C(=O)CO,1.74
NC1=NC(=O)C2=C(NC[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1,-2.0
C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=CC4(C)[C@@H]3[C@H](O)C[C@@]2(C)[C@@H]1C(=O)CO,2.1
CN1CC[C@]23[C@@H]4OC5=C2C(C[C@H]1[C@H]3C=C[C@H]4O)=CC=C5O,0.89
CN1CCN(CC1)C1=C2C=C(C)SC2=NC2=CC=CC=C2N1,3.1
