smiles,log_p,C,O,N,F,Cl,benzene,NH2,unbrch_alkane,Al_COO,Al_OH_noTert,Al_OH,C_O,NH0,ether,NH1
Nc1ccc(C(=O)O)cc1I,2.36,7,2,1,0,0,1,1,0,0,0,0,1,0,0,0
CC(C)CC(N)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,-0.92,23,5,4,0,0,0,1,0,1,0,0,4,1,0,2
CN(C)/N=N/c1ccccc1C(=O)NN,1.28,9,1,5,0,0,1,1,0,0,0,0,1,3,0,1
Nc1nnnn1-c1ccc(F)cc1,0.75,7,0,5,1,0,1,1,0,0,0,0,0,4,0,0
CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,1.36,11,2,2,0,0,0,0,0,0,0,0,2,2,0,0
CCC(C)C(N)C(=O)NC(C(=O)O)C(C)CC,-1.82,12,3,2,0,0,0,1,0,1,0,0,2,0,0,1
Cc1nccnc1C,0.54,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0
CC(=O)N=C1SC(=Cc2ccc([N+](=O)[O-])o2)C(=O)N1C,1.21,11,5,3,0,0,0,0,0,0,0,0,2,3,0,0
Cc1cc(=O)c(O)c(CNC(=O)C(C)C)n1C,-0.35,12,3,2,0,0,0,0,0,0,0,0,1,1,0,1
Cc1coc2c(C)c3oc(=O)ccc3cc12,2.81,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0
O=CC=Cc1ccccc1,1.9,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0
COc1ccc2cc(CC(=O)OCC(=O)N(CCO)CCO)ccc2c1,1.41,19,6,1,0,0,2,0,0,0,2,2,2,1,2,0
CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,3.82,15,0,4,0,0,2,0,0,0,0,0,0,4,0,0
CCOC(=O)c1c[nH]c2ccccc12,3.04,11,2,1,0,0,1,0,0,0,0,0,1,0,1,1
Cc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c(C)c1,0.63,22,3,3,1,0,2,0,0,0,0,0,1,2,0,1
Cc1cccc(C)c1NC(=O)CN(C)C,0.94,12,1,2,0,0,1,0,0,0,0,0,1,1,0,1
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,1.23,14,2,4,0,0,1,2,0,0,0,0,0,2,2,0
O=[N+]([O-])C=Cc1ccco1,1.56,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0
C=CCN1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,2.22,11,5,2,0,0,0,0,0,0,0,0,2,2,0,0
CCOc1cc2ncnc(Nc3cc(F)cc(C(F)(F)F)c3)c2cc1OCC,5.49,19,2,3,4,0,2,0,0,0,0,0,0,2,2,1
COc1c(O)c(C)c(C)c(O)c1OC,1.6,10,4,0,0,0,1,0,0,0,0,0,0,0,2,0
CC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.37,9,7,4,0,0,1,0,0,0,0,0,0,3,0,1
CC1CCC(C)O1,1.22,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1OC(=O)CCC,1.9,17,7,2,1,0,0,0,0,0,0,0,2,1,3,1
CNCCN(C)S(=O)(=O)c1ccc(CONC(N)=O)c([N+](=O)[O-])c1,0.45,12,6,5,0,0,1,1,0,0,0,0,1,2,0,2
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,1.02,6,4,3,0,0,0,0,0,0,1,1,0,3,1,0
COC(=O)c1cc(S(N)(=O)=O)ccc1SCCCO,0.74,11,5,1,0,0,1,1,1,0,1,1,1,0,1,0
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCNc1noc(N)n1)C(C)C,4.5,41,8,7,0,0,1,1,1,0,1,1,3,3,3,3
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,-0.9,22,9,2,0,0,1,1,0,0,3,5,3,1,0,0
Cn1c(N)nc2cc(C#N)ccc21,1.11,9,0,4,0,0,1,1,0,0,0,0,0,3,0,0
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,1.43,31,11,2,0,0,2,0,0,0,3,4,1,1,4,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C(C)C)C1=O,2.58,15,3,2,0,0,1,0,0,0,0,0,3,1,0,1
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CC[N+]([O-])(CCO)CC1,0.05,15,4,3,0,1,1,0,0,0,1,1,1,3,0,0
Clc1cccnc1Cl,2.11,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
CC=NN(C(=O)c1ccccc1)c1ccccc1,2.76,15,1,2,0,0,2,0,0,0,0,0,1,2,0,0
N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.83,13,2,3,0,0,2,1,0,0,0,0,0,1,0,1
Cc1ccccc1OCCN(C)C,2.23,11,1,1,0,0,1,0,0,0,0,0,0,1,1,0
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.93,6,5,3,0,0,1,1,0,0,0,0,0,2,0,0
CNC12CCCCC1CSc1ccccc12,3.88,14,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,3.44,17,2,2,0,0,0,0,3,0,0,0,2,1,0,1
C#CCOc1c(Cl)cc(NC=NOCC)cc1Cl,3.6,12,2,2,0,2,1,0,0,0,0,0,0,1,1,1
CCOP(=O)(CC)OCC,0.66,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCc1ccc(CC(=O)O)cc1,3.75,13,2,0,0,0,1,0,1,1,0,0,1,0,0,0
NCCCOC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.52,18,6,1,0,0,2,1,1,0,0,0,0,0,2,0
CCCc1ccc(O)cc1,3.2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ClCBr,1.41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O=C(O)CCCCON=C(c1cccc(C(F)(F)F)c1)c1cccnn1,2.8,17,3,3,3,0,1,0,3,1,0,0,1,3,0,0
CNc1nc2c3cccnc3ccc2n1C,1.82,12,0,4,0,0,1,0,0,0,0,0,0,3,0,1
O=C1C=C(N2CCCCC2)CN1c1ccc(Cl)cc1,3.0,15,1,2,0,1,1,0,0,0,0,0,1,2,0,0
CC12CCC(=O)C=C1CC(C#N)C1C2CCC2(C)C1CCC21CCC(=O)O1,1.67,23,3,1,0,0,0,0,0,0,0,0,2,1,1,0
CCN(CC)CCSC(=NO)c1nc(-c2cccc3ccccc23)no1,3.87,19,2,4,0,0,2,0,0,0,0,0,0,4,0,0
Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,6.22,12,1,0,0,5,2,0,0,0,0,0,0,0,1,0
CC(C)(C)C1(C)C(=O)NC(=O)NC1=O,0.8,9,3,2,0,0,0,0,0,0,0,0,3,0,0,2
CS(=O)(=O)c1ccc(Cl)cc1,1.06,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0
CCCCOC(=O)NCCn1c([N+](=O)[O-])cnc1C,1.22,11,4,4,0,0,0,0,1,0,0,0,1,3,1,1
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,3.43,12,1,1,0,2,1,0,0,0,0,0,1,0,0,1
CCC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.06,25,6,0,1,0,0,0,0,0,1,2,3,0,1,0
CCCCCCN1CC(C(=O)O)CC1=O,1.6,11,3,1,0,0,0,0,2,1,0,0,2,1,0,0
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,1.37,21,5,1,0,0,1,0,0,0,0,0,0,0,4,1
Nc1nnco1,-1.44,2,1,3,0,0,0,1,0,0,0,0,0,2,0,0
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNCCO)C(C)C,3.5,42,7,5,0,0,1,0,4,0,2,2,3,1,2,4
CCCCN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,3.55,19,5,1,0,0,1,0,0,0,0,0,0,1,3,0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,7.54,13,2,0,0,6,2,0,0,0,0,0,0,0,0,0
CCCCNc1nc(NC(C)C)nc(SC(F)F)n1,4.75,11,0,5,2,0,0,0,1,0,0,0,0,3,0,2
C=CC1(C)C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,6.85,20,1,0,0,0,0,0,0,0,1,1,0,0,0,0
O=C(O)COc1ccccc1O,0.85,8,4,0,0,0,1,0,0,1,0,0,1,0,1,0
CC(=O)Cn1ccnc1[N+](=O)[O-],-0.34,6,3,3,0,0,0,0,0,0,0,0,1,3,0,0
CC(=O)Oc1cccc(NC(=O)Cc2ccccc2)c1,2.37,16,3,1,0,0,2,0,0,0,0,0,2,0,1,1
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.57,10,3,0,0,1,1,0,0,1,0,0,1,0,1,0
Cc1c(O)c(=O)ccn1CCN,-1.55,8,2,2,0,0,0,1,0,0,0,0,0,1,0,0
CCc1ccc(NC(=O)CN2CCCCC2)cc1,3.52,15,1,2,0,0,1,0,0,0,0,0,1,1,0,1
Nc1ccc2c(c1)C(=O)c1ccccc1-2,2.95,13,1,1,0,0,2,1,0,0,0,0,1,0,0,0
N#C/N=[N+](\[O-])c1cccc(Cl)c1,2.4,7,1,3,0,1,1,0,0,0,0,0,0,3,0,0
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O,-2.57,6,7,0,0,0,0,0,0,1,4,4,2,0,0,0
CNC(=O)Cn1cccc(O)c1=O,-1.15,8,3,2,0,0,0,0,0,0,0,0,1,1,0,1
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCC1,2.73,13,4,0,0,0,1,0,0,0,0,0,1,0,1,0
CC1(C)CC(N)CC(C)(C)N1O,0.56,9,1,2,0,0,0,1,0,0,0,0,0,1,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-0.2,15,3,4,1,0,0,0,0,0,0,0,1,3,0,1
CS(=O)(=O)Oc1ccccc1,1.25,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,3.19,26,7,0,2,0,0,0,0,0,1,1,3,0,3,0
CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1O,1.09,29,8,0,0,0,0,0,0,0,3,4,1,0,3,0
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,2.8,24,5,0,0,0,0,0,0,1,3,3,1,0,0,0
CCCCOCc1ccccc1NC(=O)OCCN1CCCCC1,3.94,19,3,2,0,0,1,0,2,0,0,0,1,1,2,1
O=[N+]([O-])c1cccc(-c2ccccc2)c1,3.87,12,2,1,0,0,2,0,0,0,0,0,0,1,0,0
CC(=O)Oc1ccccc1,1.49,8,2,0,0,0,1,0,0,0,0,0,1,0,1,0
CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(N)=O)C(C)C,-0.14,16,4,4,0,0,0,1,0,0,0,0,4,0,0,3
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(C(=O)c3ccccc3)c2)C1(C)C,5.45,25,5,0,0,0,2,0,0,0,0,0,3,0,2,0
O=C(CN1CCCCC1)Nc1ccc(Br)cc1,3.57,13,1,2,0,0,1,0,0,0,0,0,1,1,0,1
OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,-2.1,10,5,4,0,0,0,0,0,0,3,3,0,4,1,0
CCC1CCCCN1C(=O)COC(=O)c1ccccc1,2.62,16,3,1,0,0,1,0,0,0,0,0,2,1,1,0
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,6.22,12,0,0,0,5,2,0,0,0,0,0,0,0,0,0
S=C1CCCCCN1,0.75,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1,3.63,11,1,1,0,2,1,0,0,0,0,0,1,0,0,1
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,6.2,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)C1c1ccc(-c2ccccc2)cc1,4.79,21,2,0,0,0,3,0,0,0,0,0,2,0,0,0
Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,2.85,12,2,1,0,0,2,1,0,0,0,0,0,0,0,0
CON(C)C(=O)Nc1ccccc1,1.29,9,2,2,0,0,1,0,0,0,0,0,1,1,0,1
CCCCC(O)C(=O)O,0.81,6,3,0,0,0,0,0,0,1,1,1,1,0,0,0
CC(=S)Nc1ccccc1,1.71,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CN(C)C(=O)c1cnc2ccccc2c1,0.99,12,1,2,0,0,1,0,0,0,0,0,1,2,0,0
CCc1cccc(Nc2ccncc2S(=O)(=O)NC(=NC#N)NC(C)C)c1,2.4,18,2,6,0,0,1,0,0,0,0,0,0,3,0,3
CCOC(=O)c1cccnc1,1.32,8,2,1,0,0,0,0,0,0,0,0,1,1,1,0
NC(=O)c1c(F)cccc1Cl,0.49,7,1,1,1,1,1,1,0,0,0,0,1,0,0,0
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.03,14,2,1,0,1,1,0,0,0,0,0,1,1,1,0
CCN(CC)C(=O)COC(=O)c1ccccc1,2.06,13,3,1,0,0,1,0,0,0,0,0,2,1,1,0
NC(=O)C(CCCN1CC2CCC(CC2)C1)(c1ccccc1)c1ccccn1,2.88,24,1,3,0,0,1,1,0,0,0,0,1,2,0,0
CNC(=O)ON=C1CSC(C)(C)S1,1.33,7,2,2,0,0,0,0,0,0,0,0,1,1,0,1
O=[N+]([O-])C=Cc1ccsc1,1.94,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0
NC(=S)c1ccccn1,1.24,6,0,2,0,0,0,1,0,0,0,0,0,1,0,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1ccccc1,3.44,22,7,0,0,0,3,0,0,0,0,0,1,0,2,0
COCCOC(=O)c1ccccc1,1.78,10,3,0,0,0,1,0,1,0,0,0,1,0,2,0
Cc1nccc2c1[nH]c1ccccc12,3.1,12,0,2,0,0,1,0,0,0,0,0,0,1,0,1
C=CCNCC=C,1.11,6,0,1,0,0,0,0,2,0,0,0,0,0,0,1
CNC(Cc1ccccc1)Cc1ccccc1,3.8,16,0,1,0,0,2,0,0,0,0,0,0,0,0,1
COC(=O)Nc1ccccc1F,1.66,8,2,1,1,0,1,0,0,0,0,0,1,0,1,1
COCC(O)Cn1ccnc1[N+](=O)[O-],-0.37,7,4,3,0,0,0,0,0,0,1,1,0,3,1,0
CC(=O)OCC(Cn1ccnc1[N+](=O)[O-])OC(C)=O,-0.05,10,6,3,0,0,0,0,0,0,0,0,2,3,2,0
CCOP(=S)(OCC)SCSCC,3.56,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0
CNC(=O)N(C)C(=O)Nc1cc(S(=O)(=O)C(C)C)ccc1F,1.87,13,4,3,1,0,1,0,0,0,0,0,2,1,0,2
COCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.56,14,3,1,0,0,1,0,0,1,0,0,1,1,1,0
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1,2.52,15,2,4,0,0,1,2,0,0,0,0,0,2,2,0
O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccc(CN2CCOCC2)c1,1.13,18,4,5,0,0,1,0,0,0,0,0,1,4,2,1
O=C(NC1CCCCCC1)NS(=O)(=O)c1cnccc1NC1CCCCCC1,4.96,20,3,4,0,0,0,0,0,0,0,0,1,1,0,3
CCCC(=NOCC)C1C(=O)CC2(CCCCC2)OC1=O,3.62,16,4,1,0,0,0,0,0,0,0,0,2,1,1,0
CN1CCOCC1,-0.33,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0
CCN(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)CC,-0.76,14,5,4,0,0,0,0,0,0,3,3,0,4,1,0
Cc1ccccc1OCC(=O)NNC(C)C,1.83,12,2,2,0,0,1,0,0,0,0,0,1,0,1,2
Cc1nnc(C(C)(C)C)c(=O)n1N,1.03,8,1,4,0,0,0,1,0,0,0,0,0,3,0,0
CCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.06,9,4,2,0,0,0,0,1,0,0,0,1,0,1,2
Clc1cc(Cl)c(Oc2c(Cl)cccc2Cl)cc1Cl,5.98,12,1,0,0,5,2,0,0,0,0,0,0,0,1,0
ICCCc1ccccc1,3.9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCSC1=CC(=O)c2ccccc2C1=O,3.29,14,2,0,0,0,1,0,1,0,0,0,2,0,0,0
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.6,29,13,0,0,0,2,0,0,0,2,2,1,0,9,0
O=NN(CCCl)C(=O)NC1C=CCCC1,2.45,9,2,3,0,1,0,0,0,0,0,0,1,2,0,1
CC(=O)Nc1ccc(Cl)c(Cl)c1Cl,2.88,8,1,1,0,3,1,0,0,0,0,0,1,0,0,1
Nc1ccc(F)cc1F,1.54,6,0,1,2,0,1,1,0,0,0,0,0,0,0,0
CN(C)C(N(C)C)=S(I)c1ccc(C(=O)O)cc1,-1.28,12,2,2,0,0,1,0,0,0,0,0,1,2,0,0
N#Cc1cccc(C=CC(=O)C(F)(F)F)c1,2.45,11,1,1,3,0,1,0,0,0,0,0,1,1,0,0
Cc1nonc1S(=O)c1ccccc1,1.76,9,2,2,0,0,1,0,0,0,0,0,0,2,0,0
C=CCn1cncc1[N+](=O)[O-],0.52,6,2,3,0,0,0,0,0,0,0,0,0,3,0,0
COc1cc(CC(C)N)c(OC)cc1Br,2.58,11,2,1,0,0,1,1,0,0,0,0,0,0,2,0
NC(=O)c1c(O)cccc1O,0.6,7,3,1,0,0,1,1,0,0,0,0,1,0,0,0
O=Cc1ccco1,0.41,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Clc1cccc(Oc2cc(Cl)c(Cl)cc2Cl)c1,6.14,12,1,0,0,4,2,0,0,0,0,0,0,0,1,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(NC(=O)CN(C)C)C(O)C(C)O1,1.26,31,11,2,0,0,2,0,0,0,1,2,4,1,3,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,1.98,32,12,2,0,0,2,0,0,0,2,3,3,2,4,0
O=[N+]([O-])c1nccn1CCS(=O)(=O)c1ccccc1,0.52,11,4,3,0,0,1,0,0,0,0,0,0,3,0,0
OCCN1CCCCC1,0.96,7,1,1,0,0,0,0,0,0,1,1,0,1,0,0
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,4.25,22,2,2,0,0,2,0,0,0,0,0,2,1,0,1
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2,1.82,28,10,0,0,0,2,0,0,0,0,0,0,0,10,0
CC(=O)Nc1ccccc1-c1ccccc1,2.02,14,1,1,0,0,2,0,0,0,0,0,1,0,0,1
O=C(O)CCc1cc(=O)c2cc3c(cc2o1)CCCC3,2.85,16,4,0,0,0,1,0,0,1,0,0,1,0,0,0
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,1.04,15,3,3,0,1,1,0,0,0,1,1,1,3,0,0
Nc1nc(N)nc(-c2cc(Cl)ccc2F)n1,1.81,9,0,5,1,1,1,2,0,0,0,0,0,3,0,0
CC(=O)N(c1ccc(N2CCOCC2)nn1)n1c(C)ccc1C,1.64,16,2,5,0,0,0,0,0,0,0,0,1,5,1,0
OCCN1CCN(CCn2nnc3ccccc32)CC1,-0.05,14,1,5,0,0,1,0,0,0,1,1,0,5,0,0
Cc1cccc(C)c1NC(=O)c1cccc(CN2CCOCC2)c1,2.14,20,2,2,0,0,2,0,0,0,0,0,1,1,1,1
CCCCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.84,18,5,2,0,0,1,0,3,1,0,0,2,0,0,2
NC(=O)c1ncn2c(=O)n(CCCl)nnc12,-0.47,7,2,6,0,1,0,1,0,0,0,0,1,5,0,0
CCCBr,2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,5.51,20,1,2,0,0,2,0,0,0,0,0,0,2,1,0
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,6.46,19,0,2,0,1,2,0,0,0,0,0,0,2,0,0
COc1ccc(CCOC(=O)C(N)Cc2ccc(O)c(O)c2)cc1,1.69,18,5,1,0,0,2,1,0,0,0,0,1,0,2,0
CC(=O)C=Cc1ccc(C)cc1,2.65,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0
CN(C)C(=O)Nc1cccc(CCc2ccccc2)c1,3.21,17,1,2,0,0,2,0,0,0,0,0,1,1,0,1
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,2.77,17,3,1,0,0,2,0,0,1,0,0,2,1,0,0
CCCCCCCCCCCc1ccc(O)c(O)c1,6.97,17,2,0,0,0,1,0,7,0,0,0,0,0,0,0
O=C(O)Cc1ccc(Br)cc1,2.31,8,2,0,0,0,1,0,0,1,0,0,1,0,0,0
NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-0.59,7,5,1,0,0,0,1,0,0,1,1,0,0,0,0
COC1OC(CNC(=O)N(C)N=O)C(O)C(O)C1O,-1.57,9,7,3,0,0,0,0,0,0,3,3,1,2,2,1
Nc1nc(N)nc(-c2cc(Cl)ccc2Br)n1,1.85,9,0,5,0,1,1,2,0,0,0,0,0,3,0,0
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.41,11,3,4,0,0,1,1,0,0,0,0,0,2,1,1
CCC(C)Cl,2.33,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CCCNc1nc(CCC)nc(N2CCOCC2)n1,2.7,13,1,5,0,0,0,0,0,0,0,0,0,4,1,1
O=[N+]([O-])c1ccc2c(c1)-c1ccccc1C2,3.99,13,2,1,0,0,2,0,0,0,0,0,0,1,0,0
N#Cc1ccc(C#N)cc1,0.93,8,0,2,0,0,1,0,0,0,0,0,0,2,0,0
O=C(Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2)cc1,3.72,20,2,2,0,0,3,0,0,0,0,0,2,0,0,2
ON=Cc1nnc(-c2ccccc2)o1,2.03,9,2,3,0,0,1,0,0,0,0,0,0,3,0,0
CNC(=S)NCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,5.46,49,5,6,0,0,4,0,0,0,1,1,3,1,1,5
COc1ccccc1C=CC(=O)O,2.54,10,3,0,0,0,1,0,0,1,0,0,1,0,1,0
NC(=O)c1ccncc1,-0.28,6,1,2,0,0,0,1,0,0,0,0,1,1,0,0
CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,5.62,21,3,2,0,0,1,0,4,0,0,0,1,1,2,1
CCOC(CC)(OCC)OCC,1.97,9,3,0,0,0,0,0,0,0,0,0,0,0,3,0
CC(=O)Nc1ccc(C)c(C)c1C,1.76,11,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Clc1cc2c(Cl)ccc(Cl)c2c(Cl)c1Cl,6.8,10,0,0,0,5,2,0,0,0,0,0,0,0,0,0
O=C(CN1CCCCC1)Nc1ccccc1[N+](=O)[O-],2.75,13,3,3,0,0,1,0,0,0,0,0,1,2,0,1
O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=O,1.02,11,4,2,0,0,1,0,0,0,0,0,4,1,0,1
C=CCOc1ccccc1Cc1cnc(N)nc1N,2.31,14,1,4,0,0,1,2,0,0,0,0,0,2,1,0
CCOC(=O)C(C#N)=NNc1cc(Cl)cc(Cl)c1,3.82,11,2,3,0,2,1,0,0,0,0,0,1,2,1,1
Cc1c(C#N)sc(S(C)=O)c1-c1ccccc1,3.36,13,1,1,0,0,1,0,0,0,0,0,0,1,0,0
OC[C@@H]1C[C@H](F)[C@H](n2cnc3cncnc32)O1,-0.4,10,2,4,1,0,0,0,0,0,1,1,0,4,1,0
Oc1cccc2ccccc12,2.85,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0
CCc1ccccc1O,2.47,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Cc1ccc2[nH]c(=O)nc(-c3ccccc3)c2c1,2.32,15,1,2,0,0,2,0,0,0,0,0,0,1,0,1
O=C(Cc1ccccc1)N1CCCCC1,2.44,13,1,1,0,0,1,0,0,0,0,0,1,1,0,0
CN1CCc2cccc(Cl)c2CC1,2.92,11,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Cc1cccc2c(C)cccc12,4.38,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1nccn1CCN1CCOCC1,-0.1,9,3,4,0,0,0,0,0,0,0,0,0,4,1,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.21,13,4,1,0,0,1,0,0,0,0,0,1,1,0,0
CC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,2.75,22,3,3,0,0,1,0,0,0,0,0,2,3,1,0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.1,17,4,3,0,0,1,1,0,0,0,0,1,1,1,1
Oc1ccc(I)cc1,2.91,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C(Nc1ccccc1)c1ccccc1I,2.85,13,1,1,0,0,2,0,0,0,0,0,1,0,0,1
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,3.07,12,2,3,0,0,1,0,0,0,0,0,1,1,1,2
C=C1C(=O)OC2CC3=CC(CC4(C)OC4C(O)C12)OC3=O,-0.64,15,6,0,0,0,0,0,0,0,1,1,2,0,3,0
CCOC(=O)CCCO,0.43,6,3,0,0,0,0,0,0,0,1,1,1,0,1,0
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.71,7,7,2,0,0,1,0,0,0,0,0,1,2,0,0
CCCCc1ccc(S(N)(=O)=O)cc1,2.45,10,2,1,0,0,1,1,0,0,0,0,0,0,0,0
