smiles,log_p
N=S(=O)(O)O,0.1
CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,3.202
C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)N)C(=O)O)N)O,3.19
CSCCC(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N,0.97
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CS)C(=O)O)N,1.58
[H+].[H+].[H+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,1.64
C1=CC(=CC=C1CC(C(=O)NC(CCCCN)C(=O)O)N)O,2.4
C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)O)C(=O)O)N)O,2.72
C1=CC(=CC=C1CC(C(=O)NC(CC(=O)O)C(=O)O)N)O,2.94
CCC(C)C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N,0.29
CC(C)C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N,0.74
CC(C)CC(C(=O)O)NC(=O)C(CS)N,2.08
CCCCN.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],2.05
C(CCN)CC(C(=O)O)NC(=O)C(CS)N,3.62
CCCOC1=CNN=C1,1.42
[H+].C=CC(=O)[O-],0.35
CP(=O)(CCC(C(=O)O)N)O.[NH4+],0.1
CC(C)C(C(=O)O)NC(=O)C(CS)N,2.44
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3C24[C@H]1CCC(O3)(OO4)C)OC)C,3.53
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@@]4(C[C@@H]([C@@H]5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC(=O)C)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)OC(=O)C)OC(=O)C)OC(=O)C,3.46
C([C@@]1([C@H]2[C@@H]3[C@H](N=C(N[C@]34[C@@H]([C@](O2)(O[C@H]1C4O)O)O)N)O)O)O,6.21
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C2=CC=CC=C2O)C(C)C,4.01
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2OC=O)O[C@@H]3[C@H](O[C@H](C[C@@H]3OC=O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(C[C@@H]([C@@H]7C8=CC(=O)OC8)OC=O)O)C)C)C)C)OC=O)OC=O,3.16
C1C[C@H]2CN3C(=NN=C3[C@H]2C1)CCN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F,3.02
CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,2.84
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)I)N(C)C(=O)C)I,-1.89
CCCC(C(=O)C1=CC2=C(C=C1)OCO2)N3CCCC3,3.97
CCC12CN3CCC4=C(C(CC(C3)C1O2)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)NC1=CC=CC=C41.OS(=O)(=O)O,4.62
[H+].C1=CC=C(C=C1)C(=O)[O-],1.87
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CS)N,1.58
C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C,1.69
[H+].C1=CC=C(C=C1)[O-],1.46
CC(C(=O)O)NC(=O)C(CS)N,3.33
CC(C(C(=O)O)NC(=O)C(CS)N)O,3.96
C(C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N)CN=C(N)N,5.22
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCO)O)C)O,2.79
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@@]4(C[C@@H]([C@@H]5C6=CC(=O)OC6)O)O)C)C)O)O,1.77
C(CC(=O)NC(=O)CC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,5.63
C1CC(N(C1)C(=O)[C@H](CC2=CC=CC=C2)N)C(=O)O,1.23
CN(CC[C@H](CC(=O)N[C@@H]1C=C[C@H](O[C@H]1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N,4.7
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C,3.0
CSCCC(C(=O)NC(CC1=CN=CN1)C(=O)O)N,3.27
CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F,2.328
C(CCN)CC(C(=O)O)NC(=O)C(CC(=O)N)N,5.08
CSCCC(C(=O)O)NC(=O)C(CC(=O)O)N,3.48
C[C@H]1CC[C@H](NC1)[C@@H](C)[C@H]2[C@@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O)C)C)OC(=O)C,6.52
[H+].[H+].C(C(C(=O)[O-])O)(C(=O)[O-])O,0.76
C1=CC(=C(C=C1OC2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,6.31
CCCCC1=CC(=CC=C1)OCC(=O)O,3.18
CCCCOC1=CC(=CC=C1)OC(=O)NC,2.96
CN(C)C(=O)OC1=CC=CC(=C1)OC,1.6
C1=CC(=CC=C1OC2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,6.3
C1=CC=C(C=C1)OC2=C(C(=CC(=C2Cl)Cl)Cl)Cl,5.82
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N,1.92
[H+].[H+].[O-][Se](=O)(=O)[O-],1.6279
CCN(CC)CCSCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23CC[C@H]([C@@]1([C@H]2C(=O)CC3)C)C)C)O)(C)C=C,4.75
C(C(C(=O)O)NC(=O)C(CS)N)O,4.38
CC(C)CC(C(=O)O)NC(=O)C1CC(CN1)O,3.0
CCC(C)C(C(=O)O)NC(=O)C(CC(=O)O)N,2.8
C=C[C@H]1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,2.68
CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,7.1
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],0.6
CC(C(=O)O)NC1=NC=CN=C1,2.79
[H+].[H+].C(=C/C(=O)[O-])\\C(=O)[O-],0.46
CCCCCCCCCCCCOC(=O)CS(=O)(=O)O.[Na+],2.66
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C1C(=O)O[C@@H]([C@@H](/C=C\\C(=O)NC/C=C\\C(=C/[C@H](CC(=O)CC3=NC(=CO3)C2=O)O)\\C)C)C(C)C,1.33
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@@H]([C@@H](/C=C\\C(=O)NC/C=C\\C(=C/[C@H](CC(=O)CC3=NC(=CO3)C2=O)O)\\C)C)C(C)C,1.33
[H+].[H+].C(CC(=O)[O-])C(=O)[O-],0.59
CP(=O)(CCC(C(=O)[O-])N)[O-].[NH4+].[NH4+],0.1
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O.[Na+],1.3
C(C(C(=O)O)O)(C(=O)O)O.O,0.76
CC1=CC=C(C=C1)S(=O)(=O)NCl.[Na+],0.84
C(CC(=O)N)C(C(=O)O)NC(=O)C(CC(=O)O)N,5.27
CCCCCCCC[N+]1=CC=CC=C1.[I-],0.84
C(C(C(=O)O)NC(=O)CN)S,3.9
C1CC(NC1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O,1.75
[H+].[H+].C1=CC(=CC=C1C(=O)[O-])C(=O)[O-],2.0
[H+].[H+].C(CCC(=O)[O-])CC(=O)[O-],0.08
CCNC(=O)C1=CC=CN1,0.8
C/C=C/1\\C[C@H]([C@@](C(=O)OCC2=CC[N+]3([C@H]2[C@@H](CC3)OC1=O)[O-])(CO)O)C,1.0
C1=CC=NC(=C1)CCCC(=O)N,0.01
CCCCCCCCCCCCCCCCCC(=O)O.[Zn+2],1.2
C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75.C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75.OS(=O)(=O)O,1.93
C1CC=CC(C1)C2=CC=C(C=C2)C3CCC=CC3,6.1
CCCCCCCOP(=S)(OCCCCCCC)[S-].CCCCCCCOP(=S)(OCCCCCCC)[S-].[Zn+2],2.82
C1=CC(=CC(=C1)Br)OC2=C(C(=C(C=C2)Br)Br)Br,6.05
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,2.25
C(CC(=O)N[C@@H](CO)C(=O)O)[C@@H](C(=O)O)N,5.73
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,29.59
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)O)N,3.21
CSCCC(C(=O)NC(CCC(=O)N)C(=O)O)N,3.89
C(CS)N.C(C(C(=O)O)O)(C(=O)O)O,0.76
C1CC(NC1)C(=O)NC(CCC(=O)N)C(=O)O,4.27
[H+].C(=O)(C(Cl)(Cl)Cl)[O-],1.33
CC1=CN=CC(=N1)C#N,0.44
CNC(=O)C1=CC=CN1,0.42
CC(C)(C)NC(=O)NO,0.5
C1=CN=C(N=C1)C(=S)N,0.34
COC1=NC(=CN=C1)C#N,0.95
CC(=O)NC1=CN=CN=C1,0.22
CCCCCC1=CNN=C1,2.96
CCNC(=O)C1=COC=C1,0.72
CCC1=NNC(=O)NC1=O,0.22
CN(C)C1=CN=CC(=N1)Cl,1.95
CCOC1=CN=C(C=N1)Cl,1.99
CCOC1=CN=CC(=N1)Cl,2.22
CN(C)C1=NC(=CN=C1)C#N,1.12
CC1=CN=CC(=N1)NC(=O)C,0.38
C1=CC=NC(=C1)CCCCO,0.86
CCCCOC1=NN=CC=C1,1.8
CCCCCC1=NN=C(O1)N,1.1
CC(=O)NC1=CN=C(C=N1)Cl,0.56
CCCCCCNC(=S)NC,2.31
C1=CC=C(C=C1)SC(Cl)(Cl)Cl,3.78
C1=CC2=NC=CN=C2C=C1C#N,1.01
CC1=C2C(=CC=C1)C(=CN=N2)N,1.57
C1=CC(=CC(=C1)F)[N+](=NC#N)[O-],1.85
C1=CC=C(C=C1)OCCC(=O)N,0.8
CCOC(=O)C1=NC(=CN=C1)C,0.51
CC(=O)NC1=CN=CC(=N1)OC,0.82
COC1=NC(=CN=C1)C(=O)OC,0.69
CCOC1=CN=CC(=N1)OCC,2.55
CCCCCCC1=NN=C(O1)N,1.43
C1=CC=C2C(=C1)C(=C(S2)N)C#N,2.17
CSC1=NC2=CC=CC=C2C=N1,2.5
CC1=CN=NC2=C1C=CC(=C2)Cl,1.98
C[N+](C)(C)CC1=CN=CC=C1.[Br-],3.5
C[N+](C)(C)CC1=CC=NC=C1.[Br-],3.95
C[N+](C)(C)CC1=CC=CC=N1.[Br-],3.4
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)O,2.54
CC(=O)C1=CC2=CC=CC=C2N=N1,1.44
CN(C)C1=CC2=C(C=CC=N2)C=C1,2.71
CC1=C(C(=CC=C1)C)C2=CN=CN2,2.38
COC1=C2C=CC=NC2=C(C=C1)O,2.06
C1CC(=O)NC1C2=C[N+](=CC=C2)[O-],1.01
C1=CC(=CC=C1CC(=O)N)C(=O)O,0.3
CN(C)C1=NC(=CN=C1)C(=O)OC,0.9
CC(C)C1=NN=C(N(C1=O)N)NC,0.3
CN1C(=CN=C1[N+](=O)[O-])C(CO)O,0.89
CC(C)C1=CC(=CC=C1)S(=O)(=O)N,1.81
C1=CC(=CN=C1)S(=O)(=O)NC(=O)N,0.65
CCN(CC)P(=O)(N(C)C)N(C)C,0.66
C1=CC=C(C=C1)CC2=CC(=S)SS2,3.43
C1=CC2=C(C(=C1)CC(=O)N)N=CC=C2,1.87
C1=CC2=C(C=CN=C2C(=C1)[N+](=O)[O-])N,1.31
CCCC1=CC(=CC=C1)OCC(=O)O,2.71
C1=CC(=CC=C1C(=O)O)NC(=O)NN,0.21
CN(C(=O)NC1=CC=C(C=C1)N)OC,0.16
C1=CC(=O)N(C1=O)CCCCC(=O)O,0.6
C1=CC=C2C=C(C=CC2=C1)CN=C=S,4.42
CCCC(=O)N1C(=O)C(=CNC1=O)F,0.67
CC(=O)C1=C2C=CC(=CC2=NC=C1)Cl,2.62
C1=CC2=C(C=CC(=C2)S(=O)(=O)N)N=C1,0.56
CCNC1=NC(=NC(=N1)Cl)NC2CC2,2.17
C1=CC(=C(C=C1CN2C=NC=N2)Cl)Cl,2.54
C=CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,3.63
CC1=NS(=O)(=O)C2=C(N1)C=CC=C2Cl,0.62
C1=CC(=CC=C1S(=O)(=O)N)S(=O)(=O)N,0.96
C1CN=C(N1)NC2=C(C=CC(=C2)Br)Cl,2.05
C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)N=C(N2)Cl,4.53
C1CC(=O)N(C1=O)C2=CC(=CC=C2)I,1.39
COC(=O)C(=NNC1=CC=CC=C1)C#N,2.59
COC1=C2C=CC=C(C2=NC=C1)[N+](=O)[O-],1.92
CCN(C)N=NC1=CC=CC=C1C(=O)N,2.59
CN(C(=O)NC1=CC=CC(=C1)CO)OC,0.62
CCCCCCN1C=C(C(=O)NC1=O)C,1.93
CN(C)C1=NC(=NC(=N1)N(C)O)N(C)C,1.61
CC(=O)C(=NNC1=CC=C(C=C1)Cl)C#N,4.1
CNC(=O)NS(=O)(=O)CC1=CC=CC=C1,0.54
CN(C)C(=O)NS(=O)(=O)C1=CC=CC=C1,0.28
CCNC(=O)NS(=O)(=O)C1=CC=CC=C1,0.9
CCCCOC1=CC(=CC=C1)S(=O)(=O)N,2.06
C1=CC(=C(C=C1OCC(=O)O)[N+](=O)[O-])Cl,1.85
CNC(=S)NCCSCC1=CN=CN1C,0.32
CCCCC1=CC(=C(C=C1)NC(=O)C)Br,3.39
C1=C(C=C(C2=C1SC(=N2)S(=O)(=O)N)Cl)Cl,2.6
CCCN1C=NC2=C(N=CN=C21)NC(=O)C,0.09
CCN(CC)N=NC1=CC=C(C=C1)C(=O)N,2.26
CCCN(C)N=NC1=CC=C(C=C1)C(=O)N,2.17
CC(C)OC(=O)COC1=CC=C(C=C1)C=O,1.88
CC(=O)C1=CC=C(C=C1)NC(=O)N(C)OC,1.22
CCNC1=CC=C(C=C1)NC(=O)N(C)OC,0.83
C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCCO,1.27
C1=CC(=CC=C1CCCl)NN=C(C#N)C#N,3.58
CCC(=O)NC1=C2C=CC(=CC2=NC=C1)Cl,2.73
CC1=C(C=CC(=C1)Cl)NN=C(C#N)C(=O)C,4.28
CCCNC(=O)NS(=O)(=O)C1=CC=CC=C1,1.44
CS(=O)CCCOC1=CC=C(C=C1)[N+](=O)[O-],0.93
CCCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N,1.75
CC(C)C(C(=O)[O-])NC(=O)C(CCSC)[NH3+],1.84
CC(C)C(C(=O)O)NC(=O)C(CCSC)N,1.84
CC(=O)C(=NNC1=CC(=C(C=C1)Cl)Cl)C#N,4.56
CC(=O)C(=NNC1=CC(=CC(=C1)Cl)Cl)C#N,4.68
CCC1=CC2=NN=C(C=C2C=C1)C(=O)OCC,2.31
CC1=C(C(=O)C=CN1C2=CC=C(C=C2)OC)O,1.27
CCCCCOC1=CC2=C(C=C1)C=CC(=O)O2,3.92
CC(C)(C)C1=CC(=CC=C1)NC(=O)N(C)OC,3.21
CCCCCCCCN1C=C(C(=O)NC1=O)C,3.08
CCC1(C(=O)NC(=O)NC1=O)CC(C)C(C)C,2.02
CCC(C)C(C(=O)NC(C(C)CC)C(=O)[O-])[NH3+],0.72
C1=CC(=CC=C1C(=O)CCl)NN=C(C#N)C#N,2.15
CC(=O)N(C)C1=CC=C(C=C1)S(=O)(=O)N(C)C,0.23
CCCCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N,2.34
CCCCCCOC1=CC=C(C=C1)S(=O)(=O)N,2.93
CC(=O)NC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,0.86
CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)NC,2.59
CC(=O)NC1=CC(=C(C=C1Cl)Cl)OC(F)(F)F,3.71
CNC1=NC2=CC=CC=C2C(=N1)C3=CC=CC=C3,3.58
CC1=CC=CC=C1OC(=O)C2=C(C=C(C=C2)N)O,3.14
C1=CC(=CC=C1N)OC(=O)C2=C(C=C(C=C2)N)O,2.04
C1=CC(=CC(=C1)OC(=O)C2=C(C=C(C=C2)N)O)N,2.08
C1=CC(=CC=C1OC(=O)C2=C(C=C(C=C2)N)O)F,3.27
C1=CC=C(C(=C1)OC(=O)C2=C(C=C(C=C2)N)O)F,3.29
C1=CC(=CC(=C1)F)OC(=O)C2=C(C=C(C=C2)N)O,3.42
CCCCCN(C)N=NC1=CC=C(C=C1)C(=O)N,3.18
CCCCCCCCCCCC1=CC(=CC=C1)O,6.98
C1CC(=O)N(C1)CCOC2=CC=C(C=C2)[N+](=O)[O-],1.33
CCN(CC)C1=CC=C(C=C1)NC(=O)N(C)OC,2.33
C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC(=CC=C3)Cl,3.61
C1=CC(=CC=C1C#N)S(=O)(=O)C2=CC=C(C=C2)N,1.63
CC1=CC(=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N)C,2.71
CC1=C(C=CC(=C1)Cl)NC(=O)C2=CC=CC=C2O,5.18
C1=CC(=CC=C1OC(=O)C2=C(C=C(C=C2)N)O)Cl,3.6
C1=CC=C(C(=C1)OC(=O)C2=C(C=C(C=C2)N)O)Cl,3.72
C1=CC(=CC(=C1)Cl)OC(=O)C2=C(C=C(C=C2)N)O,3.9
CCC(=O)N(C)C1=CC=C(C=C1)S(=O)(=O)N(C)C,0.71
CCCCCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N,2.71
C1=CC(=CC=C1N)S(=O)(=O)C2=C(C=C(C=C2)Cl)Cl,3.12
C1=CC(=CC=C1NC2=C(C=CC(=C2)Cl)C(=O)O)I,5.37
C1C(=O)NC2=CC=CC=C2C(=N1)C3=CC=C(C=C3)F,2.38
CN(C(=O)NC1=CC=C(C=C1)C=C(C#N)C#N)OC,2.19
CNC1=CC(=CC(=C1)CC2=CN=C(N=C2N)N)NC,0.44
CC(=O)C1=CC=C(C=C1)N2C(=NC(=NC2(C)C)N)N,0.04
CN=C(NCCCCC1=C(C=CC=N1)OC)NC#N,1.5
CN(C(=O)NC1=CC=C(C=C1)C2CCCCC2)OC,4.08
CCN(CC)CCNC(=O)C1=C(C=CC(=C1)F)OC,2.62
C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C=C2)N=CC=C3,2.57
C1=CC=C(C=C1)CC2=NS(=O)(=O)C3=CC=CC=C3N2,1.89
CC(=O)C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N,1.67
CC(=O)C(=NNC1=CC=C(C=C1)SC(F)(F)F)C#N,5.04
C1=CC(=CC(=C1)SC(F)(F)F)C2=NC(=NC(=N2)N)N,3.2
CC(=O)C(=NNC1=C(C=CC(=C1)C(F)(F)F)Cl)C#N,5.08
C1=CC(=CC(=C1)Cl)C2=CC(=O)C3=C(O2)C=CC(=C3)Cl,4.38
CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3,1.46
COC1=C(C=CC(=C1)C(=O)N)C2=NC3=C(N2)C=NC=C3,1.18
CN(C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2)OC,3.67
C1=CC(=CC(=C1)[N+](=O)[O-])CNC2=NC=NC3=C2NC=N3,2.03
CCCCCCCN(C)N=NC1=CC=C(C=C1)C(=O)N,4.2
CCCCCCCCCCCCCC1=CC=C(C=C1)O,8.2
CC(=O)C(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])C#N,3.4
C1=CC=C(C=C1)CCOC2=C(C=C(C=C2)CC(=O)O)Cl,3.53
COC1=CC(=C(C(=C1)OC)Cl)CC2=CN=C(N=C2N)N,2.13
CCN(CC)CCNC(=O)C1=C(C(=CC(=C1)F)Cl)OC,3.18
CC(C)(C)C1=CC=CC(=C1)C2C(=O)C3=CC=CC=C3C2=O,4.88
CCN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3,1.81
CCC1=CC2=C(C=C1)NC(=O)CN=C2C3=CC=CC=C3F,2.92
CN(C(=O)NC1=CC=C(C=C1)C(=O)C2=CC=CC=C2)OC,2.86
CN(C)C1=CC(=CC(=C1)CC2=CN=C(N=C2N)N)N(C)C,1.6
CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)OC(=O)C,1.05
CCN(CC)C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N,3.0
CSCCC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N,1.38
CCCC1=CC=C(C=C1)C2=CN=C(N2)SCCC3=CN=CN3,4.09
COCCOCCOC1=CC=C(C=C1)OCCOCCOC,0.76
CC(=O)C(=NNC1=CC2=C(C=C1)OC(C(O2)(F)F)(F)F)C#N,5.31
C1=CC(=CC=C1N)S(=O)(=O)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],1.84
CC(C)(C)C(=O)C(=NNC1=C(C=CC(=C1)C(F)(F)F)Cl)C#N,5.31
CC(C)(C)C(=O)C(=NNC1=C(C=C(C=C1)Cl)C(F)(F)F)C#N,5.67
CC(CC1CCCCC1)OC2=CC=C(C=C2)NC(=O)N(C)OC,4.51
CCN(CC)C(=O)C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N,1.44
COC(=O)C(=NNC1=CC2=C(C=C1)OC(C(O2)(F)F)(F)F)C#N,4.86
CSCCC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,0.97
CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)OC(=O)C(C)(C)C,2.59
C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)[O-])[NH3+])O,0.68
CN(C(=O)NC1=CC=C(C=C1)OCCCCOC2=CC=CC=C2)OC,3.57
CC(C)(C)C(=O)/C(=N\\NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)/C#N,5.44
COC1=CC=C(C=C1)C2=NC=C(N=C2C3=CC=C(C=C3)OC)C(=O)OC,3.41
CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)OC(=O)C3=CC=CC=C3,3.03
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CC=C(C=C3)O)C(=O)[O-])[NH3+],0.27
CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CCC2CCCCO)O)O,6.68
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2S(=O)(=O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,4.48
C/C=C(\\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]14CO[C@@]([C@H]4[C@]([C@@H]3O)(C)[C@@]56C7C[C@@H]([C@@]5(O6)C)[C@]8(C=CO[C@H]8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,1.09
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C\\C=C\\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,4.25
[H+].[H+].C(CC(=O)[O-])CC(=O)[O-],0.29
CC(=C)C(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C2(C)C)C,4.76
CC(=O)C1=CCC[C@H]2CCC1N2,1.12
[H+].[H+].C(C(=O)[O-])C(=O)[O-],0.81
C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,3.03
COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[OH3+].[Gd+3],1.93
C/C=C(/C)\\C(=O)O[C@H]1C(=CC23[C@@]1([C@@H](C(=CC(C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C,3.12
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O.O,2.96
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I.[Na+],1.28
CC1=C[C@@H]2[C@]([C@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)CO,1.24
C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)[O-].[Na+],1.78
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-].[Na+],1.3
CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+],4.85
C[O-].[K+],0.74
C[As](=O)(O)[O-].[Na+],3.1
CCCCCCCC(=O)[O-].[Na+],1.38
C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N.[Na+],2.34
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.96
N(=O)[O-].[Na+],3.7
CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],2.66
C1=CC(=CC(=C1)S(=O)(=O)[O-])N.[Na+],3.4
CCN(CC)C1=CC(=CC=C1)S(=O)(=O)[O-].[Na+],1.6
C1=CC(=C(C=C1NC(=O)NC2=C(C=CC(=C2)Cl)OC3=C(C=C(C=C3)Cl)S(=O)(=O)[O-])Cl)Cl.[Na+],1.89
CCCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],2.52
C1=CC=C2C=C(C(=CC2=C1)C(=O)[O-])O.[Na+],0.17
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+],5.99
C(C(C(=O)[O-])(F)F)(F)F.[Na+],1.32
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)NC(=O)C)I.[Na+],1.28
