smiles,log_p
CC(=O)Nc1ccc2nccnc2c1,1.04
CNc1ncnc3c1ncn3C2CC(O)C(CO)O2,-0.58
Cc1ccc(C(=O)OCCN(C)C)cc1,2.10
NC1=NCC(CN2CCN(c3ccc(N(=O)=O)cc3)CC2)O1,1.05
CCc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.80
Cc1ccc(NC(=O)CN2CCCCC2)cc1,2.58
CSc1nc(N=N#N)nc(NC(C)C)n1,2.70
COC1CC(OC3C(O)CC(OC4CCC5(C)C(CCC7C5CCC6(C)C(C8=CC(=O)OC8)CCC67O)C4)OC3C)OC(C)C1OC2CC(O)C(O)C(C)O2,2.73
CC(CCC(=O)O)n1nnc2ccccc12,0.12
CCOc1c(NS(=O)(=O)c2ccc(N)cc2)ncnc1OC,1.10
CCCC(CCC)=NNC(N)=Nc1ccccc1,2.55
Cc1c(N(=O)=O)cc(N(=O)=O)cc1N(=O)=O,1.50
Cc1c(CNc2ccc(Cl)cc2)cnc3nc(N)nc(N)c13,2.39
NCC1(CC(=O)O)CCCCC1,-1.88
CC(=O)C(C#N)=NNc1ccccc1Cl,3.97
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,6.66
CNC(=O)ON=C1SCOC1(C)C,0.76
CNC(=O)c1ccccc1,0.81
COc1ccccc1N2CCN(CCNC(=O)c3cccs3)CC2,2.23
CCN(C)CC(=O)Nc1c(C)cccc1C,1.39
CCCCCCBr,3.88
CC(C)(O)C(C(=O)O)c1ccc(c2ccccc2)cc1,3.25
CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=NO)c3ccccc3)cc12,2.30
CN1CCN(Cc2cnccc2Cl)C1=NN(=O)=O,0.46
O=C1C=CC(=O)N1c2ccccc2,0.94
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,-0.54
CCOC(=O)C=COc1ccccc1,2.86
O=C1CC(c2ccccc2)ON1,0.97
O=C1CCOc2ccccc12,1.40
O=N(=O)c1nccn1COC(CO)C(O)CO,-1.49
NC(=O)CC(N)C(=O)O,-3.36
COc1c(OC)c(OC(C)=O)c2cc(F)ccc2c1OC(C)=O,2.55
N=C(N)NC(=O)Nc1ccc(Cl)cc1,1.69
NC(=O)OCCCc1ccccc1,1.77
CN(C)C(N(C)C)=S(I)c1ccccc1,-0.45
O=C1c2ccccc2Sc3ccccc13,3.88
Cn1cc(N(=O)=O)nc1Br,0.47
COc1cc(Cc2cnc(N)nc2N)ccc1C,1.79
COC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,3.21
Cc1ccc(C(=O)N2CCCCC2)cc1,2.53
CC(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,4.46
Cc1ccccc1OCC(O)CNCCOc2ccc(C(N)=O)cc2,1.40
C#CC1(O)C(F)CC2C3CCc4cc(O)ccc4C3C(OC)CC12C,2.90
O=C1C(O)N=C(c2ccccc2)c3cc(N(=O)=O)ccc3N1CCO,0.93
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(OCOC)CC2)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCCNCCO)C(C)C,3.47
Cc1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.22
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,4.67
CCNc1cccc2ccccc12,3.46
Cc1non(=O)c1Cl,1.22
CCOc1cccnn1,0.69
NC1CCN(C2C=CC(CO)O2)C(=O)N1,-2.02
CCCCC(OC(Cc1ccccc1)C(=O)N2CCC(OCOC)CC2)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCCNC(N)=O)C(C)C,3.74
Clc1ccc(Cl)c(Oc2ccccc2)c1,5.00
CNC(=O)Oc1cc(C)c(C)cc1C,2.43
NC(=O)c1ccc(I)cc1,1.25
Clc1cccc(c2ccccc2Cl)c1,5.14
c1ccc3c(c1)OCC(C2=NCCN2)O3,1.01
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O,2.30
N#Cc1ccccc1C#N,0.98
CCCOC(=O)c1ccccc1,2.92
CCOC(=O)C(=Cc1cccc(OC)c1)C(=O)OCC,3.10
COC(=O)C(F)(F)F,0.95
CCCCC(=O)c1ccc[nH]1,2.44
CC(=O)Nc1ccccc1C#N,1.24
OCCF,-0.64
ClCCN(CCCl)c1ccccc1,3.31
Cn1cnc2c(N)ncnc12,-0.12
CCN(CC)c1ccc(Nn2c(C)ccc2C)nn1,3.15
CC(=O)NNC(=O)Nc1ccc(Cl)cc1,1.20
CC(=O)OCC(C)C,1.74
Nc1ccc(S(=O)(=O)c2cccc(N)c2)cc1,1.16
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(OCOC)CC2)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCNc4n[nH]c(N)n4)C(C)C,3.90
COc1cccc(NC(=O)NNC(C)=O)c1,0.28
Cc1[nH]cnc1CSCCNC2NCC(Cc3ccc4c(c3)OCO4)C(=O)N2,0.45
O=C(Nc1ccc3nn(C4CCCC4)nc3c1)c2ccc(N(=O)=O)cc2,3.97
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,3.74
CC(C)CN(=O)=O,1.07
FCCCc1ccccc1,3.04
CC(=O)Nc1ccc(N)cc1,0.14
N#Cc1ccc(C[Se]CCC(=O)O)cc1,1.54
O=C(O)C(c1ccccc1)n2cccc2,2.06
Clc1ccc(c2cc3ccccn3c2)cc1,5.09
CN(C)S(=O)(=O)c1ccc(N)cc1,0.05
CC1(C)CCC(C)(C)O1,2.67
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,3.71
CCCN1CC(NS(=O)(=O)N(CC)CC)C=C2c3cc(O)ccc3CCC12,2.49
COc1cc(Br)c(Cc2cnc(N)nc2N)cc1OC,2.16
Oc1ccc(CN2CCNC2=S)cc1F,1.13
CCCCCCNC(=O)N1CC(F)C(=O)NC1=O,1.52
CC(=O)OCc1ccc(N(=O)=O)cc1,2.01
CC(C)(C)C(=O)NN,-0.06
CNC13CCC(CN)CC1Cc2ccccc23,2.08
Brc1ccsc1,2.70
O=N(=O)C=Cc1ccc(N(=O)=O)cc1,1.80
CNP(=O)(OC)Oc1ccc(Cl)cc1,1.66
Cc1c(Cl)cc(C(C)C)c(Cl)c1Cl,6.11
NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NCN2,-0.65
CC(C(=O)Nc1ccc(N(=O)=O)c(C(F)(F)F)c1)C(F)(F)F,3.64
CC(=O)Nc1cc(C(F)(F)F)ccc1F,2.16
CNC(=O)Oc1ccc(C(C)C)cc1,2.43
CSCCCOc1ccc(N(=O)=O)cc1,2.96
Fc1ccc(Br)cc1,2.98
CC(C)(C)C(COc1ccc(Br)cc1)OC(=S)n2ccnc2,4.95
CCOC(=O)Cc1ccc(N2Sc3ccccc3C2=O)cc1,3.50
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,5.87
CC1CCC(NC(=O)N(CCCl)N=O)CC1,2.90
c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,5.46
NS(=O)(=O)c1cc2c(s1)C(O)CCS2,0.56
Cc1ccc(CO)c(C=NNC(=O)c2ccc(C(C)(C)C)cc2)c1O,4.31
NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)O,0.15
COC(=O)c1ccco1,1.21
Clc1cc(Cl)c(c2cccc(Cl)c2Cl)cc1Cl,6.77
O=C1OC(O)c2ccccc12,0.25
CC(C(=O)O)c1ccc(c2nccs2)c(N(=O)=O)c1,2.53
NC1CC3CC1c2ccc(C(F)(F)F)cc23,3.22
CCCc1nc(NCC(=O)N(C)C)nc(N2CCOCC2)n1,1.53
CCN1CC(C)C(=O)NC1=O,0.19
COc1cc(OC)c(C=N(=O)C(C)(C)C)c(OC)c1,1.31
Cc1nnc(SCC2=C(C(=O)OCOC(=O)C(C)(C)C)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,1.47
Clc1c2ccccc2cc3ccccc13,5.17
CC1=C(C)C(=O)C=CC1=O,1.15
O=NN(CCCl)C(=O)NC1CCCCC1Cl,2.94
CCCCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc2ccccc2,4.63
O=C(NCCNCC(O)COc1ccc(c3ncc[nH]3)cc1)Nc2ccccc2,1.51
CC(=O)Nc1ccc(I)cc1,2.23
O=C(Nc1ccc(Cl)cc1C(O)c2ccccc2)c3ccncc3,3.08
O=N(=O)OCCCON(=O)=O,1.20
CCN(CC)C(=O)OCc1ccccc1,1.92
CCN1CCCC1CNC(=O)c2cc(S(=O)(=O)CC)ccc2OC,1.65
COc1ccc(OCc2ccccc2CCCN3CCC(O)CC3)cc1,3.11
S=C=NCCCc1ccccc1,3.73
CC#CC,1.70
C=CCNCC,0.73
CCOc1ccc(C=CC(C)=O)cc1,2.81
CC(C)NCC(O)COc1ccccc1C2CC2,2.58
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.65
COc1ccc(F)cc1,2.24
O=C1C=C(Nc2ccccc2)C(=O)c3ccccc13,3.61
O=C1CC=C2C3CC4N(CCC46c5ccccc5N1C26)CC3=CCO,2.00
COC(=O)c1c(C)[nH]c(c2cc(Cl)ccn2)c1C(=O)OC,2.22
Cc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,2.68
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,5.91
CCN(N=O)C(C)C,0.93
CCCCOC1(c2ccccc2)CN(C)CCO1,2.51
CCCNc1ccncc1S(=O)(=O)NC(=NC#N)NC(C)C,1.47
CC(C(=O)O)c1ccc(c2ccccc2)c(F)c1,3.57
COc1ccccc1N2CCN(CCCC(=O)c3ccc(F)cc3)CC2,3.82
Clc1cccc2cccnc12,2.79
C#CCC(O)(c1cccnc1)C2CCCCC2,2.56
Cc1cccc(NC(N)=O)c1,1.17
CC(CO)N(C)C,-0.10
NS(=O)(=O)c1ccc2ncccc2c1,0.58
CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,4.54
Cn1c(N)nc2c3cccnc3ccc12,1.61
CCC(C)C(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(N)=O,0.63
CCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.97
COC(=O)C(=Cc1ccc(I)o1)N(=O)=O,2.82
CC(=O)Nc1cc(Cl)ccc1Cl,2.47
O=C(O)C1CC(=O)c2cc3c(cc2O1)CCCC3,2.38
O=C(O)Cc1ccccc1Nc2c(Cl)cc(O)cc2Cl,4.43
CC(C)NCc1cccnc1,0.87
Cc1oc2cc3OC(=O)CCc3cc2c1C,2.97
Oc1ccccc1C(F)(F)F,2.71
CCCCOC(=O)c1ccccc1C(=O)OCCCC,4.53
Cc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1C,3.06
CCCCCCCC(=O)n1cc(CC(NC(=O)CC2NC(=O)C6C7CCC(CC7)N6C2=O)C(=O)NC(Cc3ccccc3)C(=O)N(C)Cc4ccccc4)c5ccccc15,6.03
Cc1ccccc1,2.56
CCN1CCc2nc(N)oc2CC1,0.70
COc1ccc(NC(=O)NC(=N)N)cc1,1.15
CCNC(=O)NO,-1.15
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,3.30
COC(=O)C(C#N)=NNc1ccc(Cl)cc1C,3.85
OCCN1CCN(CCCOn2nnc3ccccc23)CC1,0.87
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.09
CCC(C)c1ccccc1,4.36
S=C=Nc1ccc(C=Cc2ccccc2)cc1,5.44
Clc1cc(c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,7.26
CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,1.59
COC(=O)C1(S(=O)(=O)c2ccc(N(=O)=O)cc2)CC1,1.16
COc1cnnc2ccccc12,1.24
CC(=O)Nc1cccs1,1.46
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,6.41
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,2.83
CCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.29
CN1CCCCC1=O,-0.06
CCNCc1ccccc1,1.89
COc1ccc(c2cc3cnccc3[nH]2)c(OC)c1,2.91
Clc1ccc(Cl)c(c2ccc(Cl)c(Cl)c2Cl)c1,6.77
COc1c2ccoc2cc3OC(=O)CCc13,2.05
CN(C)C(=O)OCc1ccc(I)cc1,2.62
CC(C)(C)NC(=O)C1CN(S(=O)(=O)c4cccc6cccnc46)CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3c5ccccc5CC3O,3.56
CCCC(C(=O)OCC)n1nnc2ccccc12,2.76
COc1cc(OC)c(OC)cc1Cc2cnc(N)nc2N,1.17
O=N(=O)c1ccc(C=Cc2cccc(CO)n2)o1,1.90
Clc1nc(Cl)c(Cl)[nH]1,2.80
COc1ccc(C(C)=O)c(OC)c1OC,1.64
NC(=O)OC1c2ccccc2C3CCCCC3C1OC(N)=O,1.84
CCOC(=O)CNC(=O)C1CN(CC)c2nc(C)ccc2C1=O,1.62
O=C1NC(c2ccccc2)(c3ccccc3)C(=O)N1CO,1.67
Cc1ncc(CO)c(C=NNC(=O)c2ccc(N(=O)=O)cc2)c1O,2.19
O=C(Nc1ccc(Br)cc1)c2ccccc2O,4.24
N#N=NC1CC(n2cnc3c(N)nc(N)nc23)OC1CO,0.21
O=Cc1cc(O)ccc1O,1.02
CCNC(=O)c1ccccc1,1.27
OCC1OC(n2cnc3c(NCCc4ccccc4)ncnc23)C(O)C1O,0.88
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC12C,3.90
CCCCCCCCCCCC(=O)OCC,5.95
CC(C)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,2.05
Nc1ncnc4c1nc(Sc2ccc(Cl)cc2)n4C3OC5COP(=O)(O)OC5C3O,0.13
OCC1CO1,-0.93
Nc1cccc(CO)c1,-0.14
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,2.63
CS(=O)c1scc(c2ccccc2)c1N(=O)=O,3.28
CNC(=O)ON=C1CSC(C)(C)S1,1.31
N#CC(CCN1CCC(C(N)=O)(N4CCCCC4)CC1)(c2ccccc2)c3ccccc3,3.71
O=C(OCc1ccccc1)N2CC(F)C(=O)NC2=O,1.55
Nc1c(Cl)cc(N(=O)=O)cc1Cl,3.01
OCCOCCOCCO,-1.12
CCCOCCC,2.04
O=C1CC(Sc2ccccc2)N1,1.54
CCC(C)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(N)CO)C(=O)NC(C(=O)O)C(C)C,-2.14
COC(=O)C=CCn1cnc(N(=O)=O)n1,0.38
CCCCCCCNC1=NS(=O)N=C1NCCSCc2ccc(CN(C)C)o2,2.81
O=C1CCC(=O)N1c2ccc(Br)cc2,1.08
CCCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,6.19
Cc1ccc(S(=O)(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1,3.72
COc1ccccc1N2CCN(CCOCc3ccc(F)cc3)CC2,3.58
CC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.79
CC(=O)CCCc1ccccc1,2.49
O=N(=O)c1ncn(CC(O)CCl)n1,-0.25
CN1CCN(CCCN2c3ccccc3Sc4ccccc24)CC1,4.19
NC(Cc1ccc(O)c(O)c1)C(=O)OCCOc2ccccc2,1.45
O=C(O)COc1ccc(Cl)c(N(=O)=O)c1,1.95
O=C(CN1CCCCC1)Nc2ccccc2Cl,3.27
O=C(c1ccccc1)c2ccc(N=C=S)cc2,4.18
O=C(O)Cn1nc2ccccc2n1,-0.03
CCC12CC3CC(N)(C1)CC(CC)(C3)C2,4.13
Cc1ncsc1CCCl,2.47
CCCCOC(=O)C=Cc1ccc(O)c(O)c1,3.26
CCOC(=O)Cn1nnnc1Oc2ccc(NC(=O)N(C)C)cc2,0.86
CC(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,-1.03
COC(=O)c1ccc(N)cc1,1.76
CCOP(=S)(OCC)Oc1ccc(SC)cc1C,4.47
NC(=O)c1cccc(F)c1,0.48
CC(=O)Nc1ccc3c(c1)Cc2cc(N(=O)=O)ccc23,3.29
FC(F)(F)c1cccc2cccnc12,3.03
CC(C)NCC(COc1cccc2ccccc12)OS(=O)(=O)O,0.55
ClC(c1ccccc1)(c2ccccc2)c3ccccc3,5.63
Cc1non(=O)c1C,0.68
CN(C)C(N(C)C)=S(I)c1ccc(C(=O)O)cc1,-1.12
NC1C3CCC1c2ccccc2C3,2.29
Cc1ccc(C)n1Nc2ccc(N3CCCC3)nn2,2.62
NC(=O)Nc1ccc(Cl)c(Cl)c1,2.35
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0.44
Cc1cc(C)cc(C)c1,3.64
CCOC(=O)C(=Cc1cccc(N(=O)=O)c1)NC=O,1.95
Clc1ccc(c2ccc(Cl)c(Cl)c2)c(Cl)c1,6.22
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1I,2.25
Oc1ccc(I)c2cccnc12,3.06
O=C1N=C(N3CCOCC3)CN1c2ccc(Cl)c(Cl)c2,1.69
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(C(F)(F)F)cc24)CC1,4.40
Cc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,4.70
O=C1NC(=O)c2ccccc12,0.83
C#CCOc1noc2c1CNCC2,-0.01
Oc1c(F)cc(CN2CCNC2=S)cc1F,1.33
COc1ccc(c2nc3ccccc3[nH]2)c(OC)c1,3.41
ON=C(c1ccccc1)c2ccccc2,2.62
CCOC(=O)c1cc(O)c(O)c(O)c1,1.48
O=NN(CCF)C(=O)NCCCl,0.93
Cn1nnnc1Sc2ccccc2,1.49
Cn1cc(c2ccc(Cl)cc2)c(N3CCOCC3)c1,3.62
CNC(C)Cc1ccc2c(c1)OCO2,1.65
CCC(Br)C(=O)O,1.41
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,3.74
C1=C(c2ccccc2)CCCC1,4.53
CC(=O)NNC(=O)c1ccccc1N=NN(C)C,1.18
Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1Cl,5.92
COc1ccc2cc(C(C)C(=O)Oc3ccccc3)ccc2c1,5.27
CCC1(CC)OCC(c2ccc(NC(=O)N(C)C)cc2C)CO1,3.13
CC#N,-0.04
O=N(=O)OCCCCCCON(=O)=O,2.12
CCC(C(N)=O)c1ccc(N2Sc3ccccc3C2=O)cc1,2.69
CC(=O)OC(C)(C)C1CCC2(C)CCCC(O)C2C1,3.47
CNC(N)=S,-0.75
O=NN(CCCl)C(=O)Nc1ccccc1,2.45
Cc1ccc(NC2=NCCN2)c(C)c1,1.76
CC(C)NNC(=O)COc1ccccc1Cl,1.98
O=C1NCC(F)C(=O)N1Oc2ccccc2,0.77
COP(=S)(OC)Oc1ccc(SC)cc1,3.67
Nc1ccc(Cl)c(Cl)c1Cl,3.50
NC(=S)NNC(=O)c1ccc2c(c1)OCO2,0.18
CCCCN1CN2C(Nc3ccccc3C2=O)C1C,2.02
CC(=O)NC(=O)Nc1ccccc1,1.34
CCCC(=NOCC)C1C(=O)CC2(CCC(C)C2)OC1=O,3.46
CCN(CC)CC(=O)NC1COc2ccc(C)cc12,2.40
CC(C)(C)C(=O)OCOC(=O)C1=C(CSc2nncs2)CSC3C(NC(=O)Cn4cnnn4)C(=O)N13,0.89
CC(C)(C)C(=O)C(C#N)=NNc1cccc(Cl)c1,4.80
CCOP(=O)(OCC)SCN1NNc2ccccc2C1=O,1.53
Clc1ccc(Cl)c(c2c(Cl)ccc(Cl)c2Cl)c1,6.78
CCOC(=O)c1cc(C#N)c(S(C)=O)s1,1.01
O=C1NC(c2ccccc2)c3cc(Br)ccc3N1,3.13
CCN(Cc1ccc(Cl)nc1)C(=CN(=O)=O)NC,0.57
CCNc1nc(SC)nc(C(Cl)(Cl)Cl)n1,3.19
CC(=O)N(c1ccccc1)c2ccccc2,2.44
COc1ccc2C(=O)C(C)C(C(C)C)Oc2c1,2.64
c1ccn2nnnc2c1,0.50
O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(Cl)cc2,3.12
Cc1nc(N(=O)=O)cn1CCO,0.03
Nc1nc(N)c2ncn(C3CC(F)C(CO)O3)c2n1,-0.41
CCCCCCOc1ccccc1NC(=O)OCCN2CCOCC2,4.13
COP(=O)(OC)SCN1NNc2ccccc2C1=O,0.68
O=C(O)COc1cccc(C(=O)O)c1,1.08
Cc1non(=O)c1S(=O)c2ccccc2,1.76
O=C(NO)C(=Cc1ccccc1)C(=O)NCc2ccc(F)cc2,2.09
CC1(C)CCC(=Cc3ccc(Cl)cc3)C1(O)Cn2cncn2,3.46
CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,2.69
O=C1NCC(I)C(=O)N1,-0.05
CC(=O)N1c2ccc(C)cc2C3CN(C)CCC13,1.69
CC1CCC2C(C)C(O)OC3OC4(C)CCC1C23OO4,2.25
O=C1c2ccccc2c3nnccc13,1.43
Cc1ccccc1C2=NCC(=O)N(C)c3ccc(Cl)cc23,2.99
NC(=S)NN=Cc1ccco1,1.36
CCSc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,2.18
CCCCCCCCCc1ccccc1,7.00
CSCCC(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,-0.32
CCN(CC)CCN,0.42
O=CC1CCC2CCCCCC12,2.82
O=C1Oc3ccccc3C(O)C1C2CC(c4ccc(c6ccc(Br)cc6)cc4)Cc5ccccc25,7.37
CN1C(=O)CN=C(c2ccccc2F)c3cc(F)ccc13,2.42
COC(=O)N(OC)c1ccccc1COc2ccn(c3ccc(Cl)cc3)n2,4.07
CC(C)NNC(=O)c1ccncc1,0.02
CCCC(=O)NC(=O)NC(=O)CCC,1.28
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC2CC2,1.06
CC(=O)NC(CCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1,0.79
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.79
CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C,1.69
O=C(O)Cc1ccccc1Nc2ccc(Cl)c(Cl)c2,4.93
CC(=O)Nc1ccc(N(C)C)cc1,1.32
c1ccc3c(c1)ccc2c4ccsc4ccc23,5.44
CCCCCCNc1cc(c2n[nH]c(N)n2)ccn1,3.05
Nc1cccc(F)c1,1.21
CC=NO,-0.15
CC(C)OC(=O)Nc1cccc(Cl)c1,3.03
CCCCc1nnc(N)o1,0.59
CN(C)C(=O)OCc1ccc(Cl)cc1,1.92
CC1CN(C2C=CC(CO)O2)C(=O)NC1=S,0.16
CCCC1C(=O)N(CCN(C)C)c3cccc(C(F)(F)F)c3CC1c2ccc(OC)cc2,4.97
CCCCCCN1CC(C)C(=O)NC1=O,1.89
CC(=O)C(F)(F)F,0.90
CC(=O)C=Cc1ccccc1O,2.11
CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,2.87
OCC1CCC(n2cnc3cncnc23)O1,-0.32
O=C(NS(=O)(=O)c1cnccc1NC2CCCCCC2)N3CCCCC3,2.52
Cc1ccc2ncccc2c1,2.57
CC(CC(=O)c1ccccc1)C(=O)O,1.79
CC(O)Cn1cnc2c1C(=O)N(C)C(=O)N2C,-0.27
Cc1ccc(C)n1Nc2ccc(N3CCCCC3)nn2,2.96
CNC(=O)Oc1ccc(C)c(C)c1,2.11
Cc1ccc(c2nc3ncccc3[nH]2)cc1,2.83
Cc1ccc(c2nc3cc(N(=O)=O)ccc3[nH]2)c(C)c1,3.82
CC(C)N=C1Cc3n(c4ccc(Cl)cc4)c5ccccc5nc3CC1Nc2ccc(Cl)cc2,6.67
CC(C)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.40
NNC(=O)c1ccccc1N(=O)=O,0.22
CC(=O)NCc1ccc(OCC(O)CNC(C)C)cc1,0.71
CC1(c2ccccc2)OC(=O)NC1=O,1.73
O=C(NC1CCCCCC1)NS(=O)(=O)c2cnccc2NC3CCCCCC3,3.41
O=C1CN=C(c2ccccc2)c3cc(N(=O)=O)ccc3N1,1.95
CCCNc1c(N(=O)=O)cc(C(F)(F)F)cc1N(=O)=O,3.32
COc1cccc4c1C(=O)c2c(O)c5c(c(O)c2C4=O)CC(O)(C(=O)CO)CC5OC3CC(N(C)C)C(O)C(C)O3,1.88
CCC(=O)N(c1ccccc1)C2CCN(CCc3ccccc3)CC2,4.12
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,5.49
CC(=O)OC1CC2CCC1(C)C2(C)C,3.50
Cc1c2ccccc2c(C)c3ccccc13,5.40
CN(C)c1ccc(C=NNC(=N)N)cc1,0.95
O=C1N[NH](=O)CCN1C2OC(CO)C(O)C2O,0.93
CCCCNC(=O)N1CC(F)C(=O)NC1=O,0.55
CCCl,1.47
Nc1ccc(C(=O)Oc2cccc(C(F)(F)F)c2)c(O)c1,3.57
CNC(=O)Oc1ccccc1,1.13
CNC(=O)COC(=O)c1ccccc1,0.92
CC(C)CC(N)Cc1ccccc1,3.01
CCOc1ccccc1NC(=O)OCCN2CCCCC2,3.45
Cc1cnc(c2ccc(C(C)C(=O)O)cc2)s1,3.05
CON=C(C(=O)NC1C(=O)N3C(C(=O)O)=C(COC(N)=O)CSC13)c2ccco2,-0.24
CCCN(CCC)C1CCc2c(O)cccc2C1C,4.48
O=S1(=O)OCC3C(CO1)C2(Cl)C(Cl)=C(Cl)C3(Cl)C2(Cl)Cl,3.02
O=C(NC(=O)c1ccccc1O)c2ccccc2,2.25
COc1cc3c(c(OC)c1OC)C2CCC(O)C(=O)CC2C(NC(C)=O)CC3,0.88
O=C(Cc1ccccc1)NCCNCC(O)COCCCc2ccccc2,1.75
Cc1nc3c4c(c(C(=O)N(C)C)cn3c1C)CCC(c2cccs2)O4,3.65
CCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.60
CCCC(=NOCC)C1=C(O)CC2(CCCC2)OC1=O,2.73
O=C(O)COc1ccc2c(c1)CCC2,2.31
NC1=NCC(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)O1,1.90
OCc1ccc2c(c1)OCO2,0.71
O=N(=O)c1ccc(CCBr)cc1,3.12
CC(N)C(=O)O,-3.05
COC(=O)CCc1ccccc1,2.35
OC(Cn1ccnc1)(c2ccc(F)cc2)c3ccc(c4ccccn4)cc3,3.29
CCOC(=O)C(N)Cc1ccc(O)c(O)c1,0.22
CC1CCCC(C)N1N=O,1.46
CCN1C(=O)C(=O)c2cc(OC)c(OC)cc2C1=O,1.23
O=C(CN1CCCC1)NC2COc3ccccc23,1.83
CNC(=O)NS(=O)(=O)c1cccnc1,-0.27
C1CCNCC1,0.97
COCC(O)Cn1cc(N(=O)=O)nc1C,-0.00
CC(O)CNCC(C)O,-0.40
CC(=O)NCc1cc(C(=O)NN)ccn1,-0.89
COc1ccccc1OCC2CN=C(N)O2,1.18
O=N(=O)c1ccccc1CO,1.08
